0,0,0.0039713
0.019956,0,0.0040528
0.039912,0,0.0032704
0.059867,0,0.0027094
0.079823,0,0.0014884
0.099779,0,0.00095033
0.11973,0,0.00060607
0.13969,0,0.00054504
0.15965,0,0.00064167
0.1796,0,0.00078085
0.19956,0,0.00099089
0.21951,0,0.00090626
0.23947,0,0.00093244
0.25943,0,0.00081763
0.27938,0,0.00072274
0.29934,0,0.00078844
0.31929,0,0.00087741
0.33925,0,0.0011496
0.3592,0,0.0013511
0.37916,0,0.0015761
0.39912,0,0.0012835
0.41907,0,0.0011716
0,0.019956,0.0035803
0.019956,0.019956,0.0038018
0.039912,0.019956,0.0031076
0.059867,0.019956,0.002642
0.079823,0.019956,0.001626
0.099779,0.019956,0.0011591
0.11973,0.019956,0.00070333
0.13969,0.019956,0.00054211
0.15965,0.019956,0.00060396
0.1796,0.019956,0.00078678
0.19956,0.019956,0.00098444
0.21951,0.019956,0.00098515
0.23947,0.019956,0.0010106
0.25943,0.019956,0.00088881
0.27938,0.019956,0.000738
0.29934,0.019956,0.00087274
0.31929,0.019956,0.00096948
0.33925,0.019956,0.0011779
0.3592,0.019956,0.0012496
0.37916,0.019956,0.0012549
0.39912,0.019956,0.00094867
0.41907,0.019956,0.00092441
0,0.039912,0.003129
0.019956,0.039912,0.003125
0.039912,0.039912,0.002514
0.059867,0.039912,0.0022717
0.079823,0.039912,0.0014157
0.099779,0.039912,0.0010391
0.11973,0.039912,0.00079093
0.13969,0.039912,0.00065744
0.15965,0.039912,0.00077548
0.1796,0.039912,0.0010196
0.19956,0.039912,0.0011761
0.21951,0.039912,0.0011891
0.23947,0.039912,0.0011471
0.25943,0.039912,0.00097489
0.27938,0.039912,0.00079263
0.29934,0.039912,0.0009403
0.31929,0.039912,0.00093526
0.33925,0.039912,0.0012131
0.3592,0.039912,0.001275
0.37916,0.039912,0.0013558
0.39912,0.039912,0.0010621
0.41907,0.039912,0.0010269
0,0.059867,0.0021151
0.019956,0.059867,0.0021355
0.039912,0.059867,0.0016817
0.059867,0.059867,0.0016103
0.079823,0.059867,0.00097685
0.099779,0.059867,0.00081944
0.11973,0.059867,0.00076652
0.13969,0.059867,0.00058941
0.15965,0.059867,0.00073319
0.1796,0.059867,0.00095911
0.19956,0.059867,0.0011184
0.21951,0.059867,0.0010822
0.23947,0.059867,0.0010589
0.25943,0.059867,0.00089578
0.27938,0.059867,0.000713
0.29934,0.059867,0.00080259
0.31929,0.059867,0.0008297
0.33925,0.059867,0.0011111
0.3592,0.059867,0.0013224
0.37916,0.059867,0.001419
0.39912,0.059867,0.001262
0.41907,0.059867,0.0012203
0,0.079823,0.001533
0.019956,0.079823,0.00165
0.039912,0.079823,0.0014007
0.059867,0.079823,0.0014854
0.079823,0.079823,0.0010844
0.099779,0.079823,0.000997
0.11973,0.079823,0.00090059
0.13969,0.079823,0.00074863
0.15965,0.079823,0.00088152
0.1796,0.079823,0.00092922
0.19956,0.079823,0.001015
0.21951,0.079823,0.0010841
0.23947,0.079823,0.0010406
0.25943,0.079823,0.00084515
0.27938,0.079823,0.00069285
0.29934,0.079823,0.00077107
0.31929,0.079823,0.00059826
0.33925,0.079823,0.00094493
0.3592,0.079823,0.0012167
0.37916,0.079823,0.0016068
0.39912,0.079823,0.0016966
0.41907,0.079823,0.0018266
0,0.099779,0.0010055
0.019956,0.099779,0.0011912
0.039912,0.099779,0.0013657
0.059867,0.099779,0.001521
0.079823,0.099779,0.0014373
